nom_me,cartodb_id,data,id,d1_011,d1_010,d1_009,d1_008,d1_007,d1_006,d1_043,d1_035,d1_024,d1_023,d1_017,d1_016,d1_012,d1_005,d1_004,d1_003,ba_001,d1_002,d1_001,ba_002,ins020,ins015,p1_001,p3_006,p3_005,p3_004,p3_003,p3_002,p13_208,p13_207,p13_206,p13_205,p13_204,p13_203,p13_202,p13_201,p13_039,p13_038,p13_037,p13_036,p13_035,p13_022,p12_001,p11_001,p3_001,cod_mu,cod_rm,cod_mi,cod_me,cod_uf,cod_gr,nom_mu,nom_rm,nom_mi,codap,nom_uf,nom_gr,ba_003,mt008,mt007,mt006,ren105,ren104,ren103,ren102,ren101,ren016,ren004,ren003,ren002,ins037,ins032,ins002,ins001,re050,re047,re046,re104,re103,re102,re038,re101,re036,re032,re031,re030,re029,re028,re027,de024,de023,de020,p3_205,p3_204,p3_203,p3_202,p3_201,t_env,p13_222,p13_221,p13_220,p13_219,p13_218,p13_217,p13_216,p13_215,p13_214,p13_213,p13_212,p13_211,p13_210,p13_209,area
METROPOLITANA DE SAO PAULO,79,610,33301,156,396,94,1134,88,7622,9478,9435,9394,19,414,9471,7341,19,7,9395,9515,9515,9520,33982,555,-999999,27584,888,17632,142,2522,12729,151,928,3618,9523,7358,2154,3069,3488,648,622,611,579,593,571,17327,16668,33995,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005300,SAO PAULO,REGIAO SUDESTE,3.57,90.71,52.12,9.29,-999.99,-999.99,-999.99,20.49,32.33,46.28,2.38,0.67,1215.08,21.88,-999.99,5.04,5.08,4.85,-999.99,-999.99,11.22,1.67,9.37,22.26,2.56,-999.99,2.66,24.92,57.48,-999.99,-999.99,10.5,4.72,31.93,7.76,2.61,51.87,0.42,7.42,37.44,3.17,0.44,2.73,10.64,28.01,21.64,6.34,9.03,10.26,1.91,1.83,1.8,1.7,1.74,1.68,54.063263
METROPOLITANA DE SAO PAULO,48,179,367248,17,573,13,975,78,2550,4205,4206,4202,2,4091,4204,4199,4,0,4202,4206,4206,4207,13833,-999999,-999999,12240,21,4690,112,884,8127,123,660,1810,4131,3287,669,961,1020,187,201,194,206,186,199,7126,6708,13834,3529401,20,35061,3515,35,3,MAUA,RM SAO PAULO,SAO PAULO,3529401005010,SAO PAULO,REGIAO SUDESTE,3.29,88.19,60.09,11.81,-999.99,-999.99,4.26,46.08,30.38,17.74,4.27,1.3,2179.99,-999.99,-999.99,6.95,7.36,-999.99,-999.99,-999.99,11.92,-999.99,13.98,27.04,-999.99,5.78,6.22,33.26,49.26,-999.99,-999.99,12.44,-999.99,27.17,6.03,0.15,33.9,0.81,6.39,58.75,5.66,0.89,4.77,13.08,29.86,23.76,4.84,6.95,7.37,1.35,1.45,1.4,1.49,1.34,1.44,0.835288
METROPOLITANA DE SAO PAULO,62,3,565889,115,490,309,1462,415,5576,8354,8262,8343,3,4894,8364,7578,128,90,8143,8367,8367,8485,29727,-999999,-999999,25822,16,11872,648,1771,15534,238,1115,3787,8926,6385,1677,2417,2658,476,454,435,429,420,441,15138,14720,29858,3503901,20,35059,3515,35,3,ARUJA,RM SAO PAULO,GUARULHOS,3503901003000,SAO PAULO,REGIAO SUDESTE,3.55,91.58,59.21,8.42,-999.99,1.63,2.8,37.3,31.79,25.5,4.26,1.22,2172.81,-999.99,-999.99,6.66,6.95,5.15,-999.99,2.92,13.28,2.52,10.69,26.49,1.74,-999.99,2.7,29.19,51.38,-999.99,-999.99,9.92,2.73,24.63,12.03,0.05,39.76,2.17,5.93,52.03,4.53,0.8,3.73,12.68,29.89,21.38,5.62,8.09,8.9,1.59,1.52,1.46,1.44,1.41,1.48,50.797768
METROPOLITANA DE SAO PAULO,64,128,529989,127,521,349,1346,587,5355,8271,7998,8212,8,5534,8277,6739,12,221,8006,8516,8516,8540,29330,-999999,-999999,24618,28,13563,263,1659,13079,163,932,3242,8664,6134,1676,2287,2699,493,485,426,443,480,468,14776,14583,29359,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005030,SAO PAULO,REGIAO SUDESTE,3.44,89.19,63.53,10.81,-999.99,-999.99,-999.99,31.72,38.2,28.68,3.15,0.92,1608.95,-999.99,-999.99,6.06,6.09,2.31,-999.99,-999.99,16.56,-999.99,11,28.35,1.9,-999.99,2.77,31.12,54.53,-999.99,-999.99,10.45,4.27,33.87,8.08,0.1,46.2,0.9,5.65,44.55,3.73,0.56,3.17,11.04,29.51,20.89,5.71,7.79,9.19,1.68,1.65,1.45,1.51,1.63,1.59,108.701012
METROPOLITANA DE SAO PAULO,65,156,565791,71,324,56,629,125,3767,4962,4874,4954,10,3606,4962,4757,11,2,4958,4972,4972,4988,17884,-999999,-999999,14966,11,8541,126,1213,8019,112,522,2004,5183,4032,1045,1494,1663,328,348,291,295,297,296,9007,8903,17910,3523107,20,35062,3515,35,3,ITAQUAQUECETUBA,RM SAO PAULO,MOGI DAS CRUZES,3523107005010,SAO PAULO,REGIAO SUDESTE,3.6,83.84,59.04,16.16,-999.99,-999.99,-999.99,23.97,38.08,35.45,3.06,0.85,1561.44,-999.99,-999.99,6.24,6.06,5.41,-999.99,-999.99,8.07,2.93,17.93,28.94,3.51,-999.99,4.49,33.43,48.58,-999.99,-999.99,11.4,5.21,31.58,12.23,0.06,47.69,0.7,6.77,44.77,3.54,0.63,2.91,11.19,28.94,22.51,5.83,8.34,9.29,1.83,1.94,1.62,1.65,1.66,1.65,9.439172
METROPOLITANA DE SAO PAULO,67,127,565678,346,1017,94,1842,1039,5667,9988,9997,9984,4,8784,10001,9062,907,31,9056,10005,10005,10114,34613,-999999,-999999,29663,30,15083,385,2076,17072,184,982,3782,10477,8016,1971,2631,3169,580,626,592,546,547,555,17624,17119,34743,3518800,20,35059,3515,35,3,GUARULHOS,RM SAO PAULO,GUARULHOS,3518800005030,SAO PAULO,REGIAO SUDESTE,3.46,89.75,59.32,10.25,-999.99,-999.99,2.09,38.25,31.19,27.72,3.47,1.01,1770.24,-999.99,-999.99,6.46,6.41,4.19,-999.99,2.18,17.41,3.23,9.74,30.38,-999.99,-999.99,1.96,32.33,53.03,-999.99,-999.99,7.65,4.72,30.26,12.15,0.09,43.41,1.11,5.98,49.14,3.36,0.53,2.83,10.89,30.16,23.07,5.67,7.57,9.12,1.67,1.8,1.7,1.57,1.57,1.6,6.060434
METROPOLITANA DE SAO PAULO,71,170,24435,44,716,1532,1083,101,5323,8735,7627,8538,21,1947,8778,5158,26,34,8554,8803,8803,8896,28561,541,-999999,23722,36,9557,276,1081,17776,312,1542,3801,8115,5594,1618,2399,2711,456,471,443,446,382,436,14194,14543,28737,3526209,20,35060,3515,35,3,JUQUITIBA,RM SAO PAULO,ITAPECERICA DA SERRA,3526209003000,SAO PAULO,REGIAO SUDESTE,3.24,91.05,58.47,8.95,-999.99,1.76,2.22,23.27,31.98,39.86,3.33,1.04,1697.99,28.08,-999.99,6.35,6.15,2.69,-999.99,1.82,10.24,1.59,12.16,23.99,2.31,-999.99,2.86,26.85,58.09,-999.99,-999.99,10.21,2.71,19.74,13.07,0.13,33.26,0.96,3.76,61.86,6.45,1.09,5.37,13.23,28.24,19.47,5.63,8.35,9.43,1.59,1.64,1.54,1.55,1.33,1.52,522.353333
METROPOLITANA DE SAO PAULO,72,308,24482,9,246,567,700,39,2735,4258,4062,4178,7,1760,4289,2476,36,32,4126,4296,4296,4379,13885,-999999,-999999,11901,6,4537,286,567,8577,156,781,1930,4060,2887,782,1075,1155,184,196,214,179,189,185,6886,7087,13973,3549953,20,35060,3515,35,3,SAO LOURENCO DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3549953001000,SAO PAULO,REGIAO SUDESTE,3.23,91.64,58.78,8.36,-999.99,-999.99,3.34,29.35,31.66,32.47,3.6,1.14,1835.87,-999.99,-999.99,6.96,6.38,5.32,-999.99,-999.99,6.97,-999.99,6.74,15.48,-999.99,-999.99,-999.99,17.71,67.18,-999.99,-999.99,6.62,-999.99,21.71,14.03,0.04,32.47,2.05,4.06,61.38,6.71,1.12,5.59,13.81,29.06,20.66,5.6,7.69,8.27,1.32,1.4,1.53,1.28,1.35,1.32,187.473648
METROPOLITANA DE SAO PAULO,73,76,24831,10,425,447,475,113,3066,4510,4272,4391,17,1053,4519,2163,4,14,4394,4536,4536,4573,15657,-999999,-999999,13182,8,6197,149,865,8478,175,834,2042,4417,3190,894,1316,1405,251,275,237,244,225,192,7731,7966,15697,3515103,20,35060,3515,35,3,EMBU-GUACU,RM SAO PAULO,ITAPECERICA DA SERRA,3515103003000,SAO PAULO,REGIAO SUDESTE,3.45,89.35,56.61,10.65,-999.99,-999.99,4.01,29.34,34.06,31,3.92,1.14,1997.25,-999.99,-999.99,6.48,6.46,3.39,-999.99,-999.99,16.37,2.91,6.92,26.2,-999.99,-999.99,-999.99,28.24,48.4,-999.99,-999.99,18.16,3.53,23.74,9.4,0.05,39.48,0.95,5.51,54.01,6.43,1.11,5.31,13.01,28.14,20.32,5.7,8.38,8.95,1.6,1.75,1.51,1.55,1.43,1.22,91.286324
METROPOLITANA DE SAO PAULO,78,608,67101,154,524,216,1433,155,7597,10058,10013,9992,10,3894,10069,8492,78,12,9928,10082,10082,10174,35967,-999999,-999999,30418,37,18501,312,2650,14643,185,1022,3936,10878,7875,2224,3109,3430,623,599,578,542,571,572,18280,17878,36158,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005300,SAO PAULO,REGIAO SUDESTE,3.57,89.73,57.57,10.27,-999.99,-999.99,1.61,23.62,34.74,38.94,3.44,0.98,1756.9,-999.99,-999.99,5.84,5.93,4.77,-999.99,1.36,11.54,2.71,7.04,21.28,2.22,1.34,3.56,24.84,56.03,-999.99,-999.99,12.41,6.02,25.67,8.77,0.1,51.17,0.86,7.33,40.5,3.34,0.51,2.83,10.89,30.08,21.78,6.15,8.6,9.49,1.72,1.66,1.6,1.5,1.58,1.58,53.099304
METROPOLITANA DE SAO PAULO,80,41,24527,59,606,499,1103,263,6392,8907,8736,8794,14,2046,8908,6713,6,399,8420,8922,8922,9051,31687,618,-999999,27094,43,11407,473,2022,17902,290,1465,3845,9176,6675,1860,2577,2970,502,530,521,500,457,479,16064,15783,31847,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003010,SAO PAULO,REGIAO SUDESTE,3.55,90.7,59.57,9.3,-999.99,-999.99,3.67,31.9,30.46,32.24,3.72,1.06,1899.46,28.48,-999.99,6.02,5.82,4.7,-999.99,2.03,12.24,1.53,11.8,25.57,1.75,-999.99,2.72,28.29,55.57,-999.99,-999.99,8.94,2.4,20.42,10.23,0.14,35.82,1.49,6.35,56.21,5.51,0.91,4.6,12.07,28.81,20.96,5.84,8.09,9.33,1.58,1.66,1.64,1.57,1.43,1.5,167.875504
METROPOLITANA DE SAO PAULO,93,36,24788,27,231,16,1165,187,3271,4894,4834,4881,5,3631,4892,4891,78,31,4781,4897,4897,4993,16848,-999999,-999999,14657,16,5677,185,1127,8814,127,651,2170,5039,3898,891,1195,1421,257,249,277,271,245,254,8658,8287,16945,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003010,SAO PAULO,REGIAO SUDESTE,3.44,88.03,59.67,11.97,-999.99,-999.99,4.06,35.74,34.2,24.06,3.89,1.15,1986.03,-999.99,-999.99,7.92,7.41,2.94,-999.99,-999.99,10.45,4.97,6.18,21.6,-999.99,-999.99,-999.99,23.67,63.64,-999.99,-999.99,6.89,4.8,28.94,12.19,0.09,33.5,1.09,6.65,52.02,4.59,0.75,3.84,12.81,29.74,23,5.26,7.05,8.39,1.52,1.47,1.63,1.6,1.45,1.5,2.543845
METROPOLITANA DE SAO PAULO,97,135,41768,42,389,280,1308,141,6722,8872,8755,8839,2,2526,8880,7890,69,106,8681,8882,8882,8909,31151,577,-999999,27099,37,12712,325,2080,16058,291,1310,3905,9530,6538,1785,2377,2699,474,464,488,440,453,458,16040,15172,31212,3522208,20,35060,3515,35,3,ITAPECERICA DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3522208003010,SAO PAULO,REGIAO SUDESTE,3.51,92.69,61.54,7.31,-999.99,3.32,4.01,33.11,30.02,28.14,4.9,1.41,2500.99,30.53,-999.99,7.01,6.94,2.37,-999.99,-999.99,11.36,2.28,6.55,20.19,1.95,-999.99,3.03,23.23,63.71,-999.99,-999.99,9.09,2.1,19.76,10.95,0.12,40.73,1.04,6.66,51.45,5.13,0.93,4.2,12.51,30.53,20.95,5.72,7.62,8.65,1.52,1.49,1.56,1.41,1.45,1.47,39.053738
METROPOLITANA DE SAO PAULO,136,595,78010,718,748,110,2936,509,9398,14413,14384,14301,10,13755,14409,14371,592,215,13515,14419,14419,14553,48706,-999999,-999999,42666,34,18864,641,3382,25921,586,2671,6903,14791,10631,2394,3240,3757,664,685,624,614,651,636,25575,23272,48847,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005290,SAO PAULO,REGIAO SUDESTE,3.38,90.1,63.35,9.9,1.03,4.51,7.16,38.25,28.21,20.54,5.53,1.66,2822.46,-999.99,-999.99,7.32,7.72,3.71,-999.99,2.67,10.28,2.84,4.86,17.98,2.54,3.04,5.58,23.56,59.84,-999.99,-999.99,9.24,3.36,28.96,5.03,0.07,38.62,1.31,6.92,53.07,6.67,1.2,5.47,14.13,30.28,21.76,4.9,6.63,7.69,1.36,1.4,1.28,1.26,1.33,1.3,13.079082
METROPOLITANA DE SAO PAULO,98,139,139206,40,407,37,883,316,3454,5133,5121,5086,11,3874,5126,4947,0,0,5117,5137,5137,5139,18163,543,-999999,15103,9,9332,89,1391,7338,62,467,1685,5143,4212,1183,1556,1858,317,351,345,336,339,314,9059,9109,18168,3522505,20,35057,3515,35,3,ITAPEVI,RM SAO PAULO,OSASCO,3522505005000,SAO PAULO,REGIAO SUDESTE,3.54,89.66,60.03,10.34,-999.99,-999.99,-999.99,26.55,37.21,34.14,3,0.85,1530.33,37.96,-999.99,5.82,5.67,3.16,-999.99,-999.99,7.76,-999.99,18.55,28.77,-999.99,-999.99,2.62,31.39,47.95,-999.99,-999.99,16,6.38,30.74,14.59,0.05,51.37,0.49,7.66,40.39,2.91,0.34,2.57,9.27,28.31,23.18,6.51,8.56,10.23,1.74,1.93,1.9,1.85,1.87,1.73,1.515351
METROPOLITANA DE SAO PAULO,99,38,55344,28,303,122,1058,821,3425,5756,5753,5744,1,2765,5756,5438,787,639,4325,5757,5757,5830,18627,-999999,-999999,16595,19,4950,342,754,12651,245,854,2488,6374,3738,830,1176,1411,281,253,258,260,260,288,9500,9216,18716,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003010,SAO PAULO,REGIAO SUDESTE,3.24,94.91,66.83,5.09,5.69,9.37,11.19,44.02,19.17,10.19,9.64,3.02,4917.99,-999.99,-999.99,9.28,10,4.25,-999.99,3.08,14.22,-999.99,4.65,19.61,-999.99,-999.99,-999.99,21.49,62.61,-999.99,-999.99,7.02,2.79,25.51,15.17,0.1,26.45,1.83,4.03,67.59,5.87,1.31,4.56,13.29,34.06,19.97,4.43,6.28,7.54,1.5,1.35,1.38,1.39,1.39,1.54,17.514292
METROPOLITANA DE SAO PAULO,108,589,83365,45,461,41,1609,99,5898,8146,8053,7690,5,2183,8148,7840,27,36,7641,8166,8166,8177,29077,586,-999999,24047,11,16125,160,2307,10429,81,537,2280,9176,6418,1755,2636,3021,541,546,519,515,552,455,14612,14476,29088,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005280,SAO PAULO,REGIAO SUDESTE,3.56,89.52,56.76,10.48,-999.99,-999.99,1.83,22.12,39.61,36.24,2.85,0.8,1451.13,28.56,-999.99,5.41,5.48,2.21,-999.99,-999.99,15.94,1.61,6.71,24.26,-999.99,-999.99,1.94,26.2,61.61,-999.99,-999.99,8.8,7.79,40.04,9.35,0.04,55.44,0.55,7.93,35.85,2.12,0.28,1.85,7.84,31.55,22.06,6.03,9.06,10.39,1.86,1.88,1.78,1.77,1.9,1.56,4.432775
METROPOLITANA DE SAO PAULO,119,628,60543,450,655,40,1640,591,6102,9475,9458,9445,6,8986,9472,9398,13,253,9194,9478,9478,9483,33688,-999999,-999999,28448,16,12332,135,3086,14850,142,811,3109,10787,7650,2014,2794,3102,550,573,530,539,523,573,17164,16533,33697,3552809,20,35060,3515,35,3,TABOAO DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3552809005010,SAO PAULO,REGIAO SUDESTE,3.55,90.45,62.14,9.55,-999.99,-999.99,2.14,35.56,34.03,27.26,3.83,1.08,1952.76,-999.99,-999.99,6.44,6.49,2.28,-999.99,-999.99,12.78,2.39,8.86,24.03,1.85,-999.99,3.09,27.12,61.97,-999.99,-999.99,7.23,5.89,36.85,12.6,0.05,36.6,0.4,9.16,44.07,2.83,0.42,2.41,9.23,32.01,22.7,5.98,8.29,9.21,1.63,1.7,1.57,1.6,1.55,1.7,2.029789
METROPOLITANA DE SAO PAULO,128,233,166452,115,1547,78,3033,814,8534,14111,14106,13951,11,13444,14110,14087,1739,21,12214,14121,14121,14136,48407,562,-999999,41570,53,17950,388,4183,23702,274,1808,5633,14880,11022,2528,3569,4129,807,797,750,774,699,752,25095,23327,48422,3534401,20,35057,3515,35,3,OSASCO,RM SAO PAULO,OSASCO,3534401005020,SAO PAULO,REGIAO SUDESTE,3.43,93.04,62.27,6.96,-999.99,1.18,4.97,35.74,34.67,22.89,4.3,1.26,2194.08,18.46,-999.99,5.69,6.55,2.86,-999.99,1.47,14.27,1.41,11.14,26.82,-999.99,1.85,2.58,29.4,53.84,-999.99,-999.99,11.86,3.83,25.91,9.81,0.11,37.07,0.8,8.64,48.95,4.3,0.57,3.73,11.63,30.73,22.76,5.22,7.37,8.53,1.67,1.65,1.55,1.6,1.44,1.55,2.64479
METROPOLITANA DE SAO PAULO,134,535,88345,285,754,15,2963,286,6857,11155,11160,11026,5,10573,11155,11143,9,30,11008,11160,11160,11171,37086,-999999,-999999,31795,48,19294,187,3072,14522,214,1275,4304,11256,8729,1958,2727,3249,612,602,564,564,536,533,19127,17996,37123,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005230,SAO PAULO,REGIAO SUDESTE,3.32,91.01,61.58,8.99,-999.99,-999.99,2.64,32.05,34.26,30.33,3.31,1,1689.42,-999.99,-999.99,5.76,5.99,1.75,-999.99,1.6,13.7,1.54,4.88,20.12,1.37,-999.99,1.49,21.6,62.05,-999.99,-999.99,11.85,6.79,36.18,8.46,0.13,51.97,0.5,8.28,39.12,4.01,0.58,3.43,11.59,30.32,23.51,5.27,7.35,8.75,1.65,1.62,1.52,1.52,1.44,1.44,2.509932
METROPOLITANA DE SAO PAULO,149,33,149988,19,184,64,930,278,3204,4679,4678,4677,0,2665,4679,4450,298,936,3443,4681,4681,5043,15449,-999999,-999999,14321,10,3072,413,537,11473,246,896,2816,4734,3132,663,945,1007,180,208,188,193,137,160,8173,7649,15822,3513009,20,35060,3515,35,3,COTIA,RM SAO PAULO,ITAPECERICA DA SERRA,3513009003000,SAO PAULO,REGIAO SUDESTE,3.3,94.28,63.13,5.72,12.01,16.34,10.44,30.45,17.18,11.28,14.44,4.77,7363.12,-999.99,-999.99,10.39,10.74,6.49,-999.99,4.49,7.31,-999.99,3.49,11.53,-999.99,-999.99,-999.99,13.15,68.74,-999.99,-999.99,5.29,-999.99,24.79,15.11,0.06,19.42,2.61,3.39,72.51,7.22,1.55,5.66,17.8,29.92,19.8,4.19,5.97,6.36,1.14,1.31,1.19,1.22,0.87,1.01,10.902838
METROPOLITANA DE SAO PAULO,155,521,269797,177,500,60,2679,492,8056,11961,11958,11902,5,9289,11959,11945,717,171,11024,11966,11966,12013,40071,-999999,-999999,35376,20,15698,464,3234,20716,435,2039,5569,12384,8657,1953,2641,3083,555,608,531,568,567,542,21049,19092,40141,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005210,SAO PAULO,REGIAO SUDESTE,3.35,91.5,63.39,8.5,-999.99,3.27,7.76,41.56,28.7,18.23,5.09,1.52,2594.47,-999.99,-999.99,6.81,7.42,4.26,1.15,2.73,11.72,1.21,6.57,19.51,1.23,1.29,2.53,22.03,63.75,-999.99,-999.99,5.6,3.67,26.31,6.17,0.05,39.11,1.16,8.06,51.61,6.16,1.08,5.08,13.87,30.85,21.57,4.87,6.58,7.68,1.38,1.51,1.32,1.42,1.41,1.35,11.969867
METROPOLITANA DE SAO PAULO,158,600,88197,283,834,38,3027,172,8662,13013,13010,12842,7,11821,13009,12978,142,53,12661,13016,13016,13017,43381,807,-999999,36455,15,21889,261,3991,17226,224,1387,4546,13016,10320,2415,3377,3844,681,715,713,726,703,715,22361,21021,43382,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005290,SAO PAULO,REGIAO SUDESTE,3.33,92.3,60.42,7.7,-999.99,-999.99,2.35,32.53,32,32.64,3.3,0.99,1683.13,27.42,-999.99,5.82,5.88,1.49,-999.99,-999.99,13.18,3.07,7.61,23.85,1.42,-999.99,2.05,25.9,59.32,-999.99,-999.99,12.02,6.5,35.28,8.72,0.03,50.46,0.6,9.2,39.71,3.71,0.52,3.2,10.48,30,23.79,5.57,7.78,8.86,1.57,1.65,1.64,1.67,1.62,1.65,1.663054
METROPOLITANA DE SAO PAULO,357,237,149646,16,299,107,544,46,3372,4361,4255,4366,9,2798,4375,4043,2,13,4367,4384,4384,4416,15691,-999999,-999999,13357,12,6061,94,979,7361,138,615,1671,4540,3274,929,1419,1541,288,283,286,261,230,258,7915,7818,15733,3539103,20,35057,3515,35,3,PIRAPORA DO BOM JESUS,RM SAO PAULO,OSASCO,3539103001000,SAO PAULO,REGIAO SUDESTE,3.58,91.98,54.76,8.02,-999.99,-999.99,3.21,26.16,33.64,35.37,3.71,1.04,1891.76,-999.99,-999.99,6.88,6.79,3.48,-999.99,-999.99,13.73,-999.99,12.42,27.12,-999.99,-999.99,-999.99,28.54,54.86,-999.99,-999.99,11.62,3.46,22.62,14.37,0.08,38.52,0.6,6.22,46.79,4.79,0.88,3.91,10.62,28.86,20.81,5.9,9.02,9.79,1.83,1.8,1.82,1.66,1.46,1.64,108.607033
METROPOLITANA DE SAO PAULO,170,630,60415,17,370,39,1764,548,4703,7438,7441,7336,3,6229,7438,7382,822,48,6478,7441,7441,7443,26024,-999999,-999999,22482,28,10669,253,2793,10378,156,990,2955,7871,5940,1389,1982,2277,426,455,382,424,362,422,13719,12312,26031,3552809,20,35060,3515,35,3,TABOAO DA SERRA,RM SAO PAULO,ITAPECERICA DA SERRA,3552809005010,SAO PAULO,REGIAO SUDESTE,3.5,91.95,55.59,8.05,-999.99,-999.99,2.54,38.35,24.1,34.47,3.55,1.02,1811.79,-999.99,-999.99,7.07,7,3.41,-999.99,2.39,12.54,2.05,7.65,22.23,-999.99,1.97,2.62,24.85,58.49,-999.99,-999.99,10.49,5.1,31.31,10.7,0.11,40.99,0.97,10.73,39.87,4.4,0.6,3.8,11.35,30.24,22.82,5.34,7.61,8.75,1.64,1.75,1.47,1.63,1.39,1.62,1.133224
METROPOLITANA DE SAO PAULO,174,169,150033,149,771,42,1665,847,6514,9983,9984,9945,6,7535,9982,9916,723,472,8765,9988,9988,9991,33773,-999999,-999999,29518,27,13474,200,2206,17858,187,832,4045,10633,7711,1874,2534,2848,555,519,547,532,495,469,17135,16646,33781,3525003,20,35057,3515,35,3,JANDIRA,RM SAO PAULO,OSASCO,3525003003010,SAO PAULO,REGIAO SUDESTE,3.38,91.34,63.92,8.66,2.62,4.95,7.21,36.64,29.14,19.45,6.81,2.02,3472.5,-999.99,-999.99,7.61,7.73,4.72,-999.99,1.85,14.26,2.57,14.73,31.56,1.34,1.89,3.22,34.78,47.63,-999.99,-999.99,9.76,4.36,27.94,15.75,0.08,39.89,0.59,6.53,52.86,3.02,0.55,2.46,11.97,31.48,22.83,5.55,7.5,8.43,1.64,1.54,1.62,1.57,1.47,1.39,7.202552
METROPOLITANA DE SAO PAULO,187,395,311834,28,404,37,3039,788,7241,11534,11536,11414,1,11167,11536,11526,3095,15,8326,11537,11537,11549,35449,-999999,-999999,32335,52,7464,790,1732,25423,710,2848,5840,10925,7348,1413,1863,2165,411,431,385,375,370,377,18615,16846,35461,3550308,20,35061,3515,35,3,SAO PAULO,RM SAO PAULO,SAO PAULO,3550308005090,SAO PAULO,REGIAO SUDESTE,3.07,93.03,67.06,6.97,1.96,6.3,15.93,48.68,20.76,6.37,7.48,2.44,3815.17,-999.99,-999.99,8.02,8.89,3.89,-999.99,4.07,13.53,1.47,2.81,17.81,-999.99,-999.99,1.97,19.78,63.41,-999.99,-999.99,6.97,3.68,23.16,6.45,0.15,21.05,2.23,4.88,71.69,10.03,2,8.03,16.47,30.81,20.72,3.98,5.25,6.11,1.16,1.22,1.09,1.06,1.04,1.06,2.535135
METROPOLITANA DE SAO PAULO,189,275,324961,29,399,24,2337,859,5644,9289,9291,8700,1,8825,9291,9139,1507,360,6845,9298,9298,9418,27418,-999999,-999999,25092,12,4902,565,812,21263,803,2572,4416,8558,5508,1016,1344,1481,281,308,282,343,316,326,14452,13122,27574,3547809,20,35061,3515,35,3,SANTO ANDRE,RM SAO PAULO,SAO PAULO,3547809005020,SAO PAULO,REGIAO SUDESTE,2.95,94.84,60.92,5.16,-999.99,9.15,14.27,45.01,16.27,13.35,7.29,2.5,3717.05,-999.99,-999.99,8.64,9.17,3.33,-999.99,5.26,8.48,-999.99,5.51,15.59,-999.99,2.47,3.98,19.57,64.17,-999.99,-999.99,6.61,7.96,20.64,11.49,0.04,17.78,2.05,2.94,77.11,12.24,2.91,9.33,16.02,31.04,19.98,3.68,4.87,5.37,1.02,1.12,1.02,1.24,1.15,1.18,4.768895
METROPOLITANA DE SAO PAULO,197,265,311666,38,416,27,1787,703,6433,9402,9399,9315,4,9089,9400,9389,2358,88,6884,9404,9404,9416,28132,-999999,-999999,26105,34,3625,800,689,23001,717,2592,5024,9182,5166,1016,1301,1458,273,275,300,285,280,280,14841,13308,28149,3547809,20,35061,3515,35,3,SANTO ANDRE,RM SAO PAULO,SAO PAULO,3547809005010,SAO PAULO,REGIAO SUDESTE,2.99,93.75,60.43,6.25,6.87,14.33,22.23,36.11,11.31,9.15,13.36,4.47,6812.29,-999.99,-999.99,9.33,10.73,2.97,-999.99,7.41,10.98,-999.99,3.17,14.73,-999.99,1.67,2.32,17.06,65.61,-999.99,-999.99,5.35,2.01,15.1,8.83,0.12,12.88,2.84,2.45,81.71,11.76,2.55,9.21,17.85,32.62,18.35,3.61,4.62,5.18,0.97,0.98,1.07,1.01,0.99,0.99,2.698877
